Time_ms;Coronal;Sagital;Transversal;1;2
5489;-2.0227383225383657;2.524208976696979;-3.406389707584614;#DCM=0.40,0.43,-0.81,-0.12,0.90,0.43,0.91,-0.08,0.41,308283;#DCM=-0.34,0.06,0.94,-0.03,-1.00,0.05,0.94,-0.01,0.34,245860;
5509;-1.4954806199480897;3.1175737572747315;-3.1773302084152646;#DCM=0.41,0.43,-0.81,-0.12,0.90,0.42,0.91,-0.07,0.42,308324;#DCM=-0.34,0.06,0.94,-0.03,-1.00,0.05,0.94,-0.01,0.34,245860;
5530;-1.4954806199480897;3.1227268993173434;-3.1773302084152646;#DCM=0.40,0.43,-0.81,-0.12,0.90,0.42,0.91,-0.07,0.42,308365;#DCM=-0.34,0.06,0.94,-0.03,-1.00,0.05,0.94,-0.01,0.34,245860;
5550;-0.9511656133329486;3.128537959499832;-3.3549763769163152;#DCM=0.40,0.43,-0.81,-0.12,0.90,0.42,0.91,-0.07,0.42,308365;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.05,0.94,-0.00,0.34,245901;
5571;-0.9511656133329486;2.604134024327573;-3.3549763769163152;#DCM=0.40,0.43,-0.81,-0.12,0.90,0.42,0.91,-0.07,0.41,308406;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.05,0.94,-0.00,0.34,245901;
5591;-1.4784233159232245;2.605227065104089;-3.584035876085664;#DCM=0.40,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.41,308447;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.05,0.94,-0.00,0.34,245901;
5612;-1.696239653573657;2.605227065104089;-3.11559304545342;#DCM=0.40,0.42,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.41,308488;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.05,0.94,-0.00,0.34,245901;
5632;-2.2405546601887982;2.5879560603972345;-2.93794687695237;#DCM=0.40,0.42,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.41,308488;#DCM=-0.34,0.06,0.94,-0.03,-1.00,0.06,0.94,-0.01,0.34,245942;
5653;-2.0227383225383657;2.5879560603972345;-3.406389707584614;#DCM=0.40,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.41,308529;#DCM=-0.34,0.06,0.94,-0.03,-1.00,0.06,0.94,-0.01,0.34,245942;
5673;-1.4784233159232245;2.0474353280371513;-3.584035876085664;#DCM=0.40,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.41,308529;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.06,0.94,-0.00,0.33,245983;
5694;-2.005813080235746;2.0485312038637518;-3.812837624637632;#DCM=0.40,0.43,-0.81,-0.10,0.90,0.42,0.91,-0.09,0.41,308570;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.06,0.94,-0.00,0.33,245983;
5714;-2.005813080235746;2.0485312038637518;-3.812837624637632;#DCM=0.40,0.43,-0.81,-0.10,0.90,0.42,0.91,-0.09,0.41,308611;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.06,0.94,-0.00,0.33,245983;
5735;-2.005813080235746;2.0600347299266595;-3.812837624637632;#DCM=0.40,0.43,-0.81,-0.10,0.90,0.42,0.91,-0.09,0.41,308611;#DCM=-0.33,0.06,0.94,-0.02,-1.00,0.05,0.94,0.00,0.33,246024;
5755;-2.550128086850887;1.5091308776322294;-3.6351914561365817;#DCM=0.40,0.43,-0.81,-0.10,0.90,0.42,0.91,-0.09,0.41,308611;#DCM=-0.32,0.06,0.94,-0.03,-1.00,0.05,0.95,-0.01,0.32,246065;
5776;-2.550128086850887;1.5048478875394893;-3.6351914561365817;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.09,0.41,308652;#DCM=-0.32,0.06,0.94,-0.03,-1.00,0.05,0.95,-0.01,0.32,246065;
5796;-2.550128086850887;1.3162244511053314;-3.6351914561365817;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.09,0.41,308652;#DCM=-0.32,0.06,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246106;
5817;-2.7277533451353966;1.3176963649492897;-4.177475494292072;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.09,0.41,308652;#DCM=-0.31,0.07,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246147;
5837;-2.200363580822875;1.8407997757140642;-3.9486737457401055;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.42,308692;#DCM=-0.31,0.07,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246147;
5857;-2.200363580822875;1.8393278618701063;-3.9486737457401055;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.42,308692;#DCM=-0.32,0.07,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246188;
5877;-2.200363580822875;1.8278957667543996;-3.9486737457401055;#DCM=0.41,0.43,-0.81,-0.11,0.90,0.42,0.91,-0.08,0.42,308692;#DCM=-0.32,0.07,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246228;
5888;-2.7277533451353966;2.0438988024716704;-4.177475494292072;#DCM=0.41,0.43,-0.80,-0.11,0.90,0.42,0.91,-0.09,0.42,308713;#DCM=-0.32,0.07,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246228;
5898;-2.9053847714842562;2.0453352532163613;-4.719104262475157;#DCM=0.41,0.43,-0.80,-0.11,0.90,0.42,0.91,-0.09,0.42,308713;#DCM=-0.31,0.08,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246249;
5919;-2.9053847714842562;1.4483940193218243;-4.719104262475157;#DCM=0.41,0.43,-0.80,-0.11,0.90,0.43,0.91,-0.09,0.41,308754;#DCM=-0.31,0.08,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246249;
5939;-2.613008424122208;1.4483940193218243;-5.432421240656409;#DCM=0.41,0.44,-0.80,-0.11,0.89,0.43,0.91,-0.09,0.41,308795;#DCM=-0.31,0.08,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246249;
5960;-2.613008424122208;1.3779149131989348;-5.432421240656409;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308836;#DCM=-0.31,0.08,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246249;
5980;-2.613008424122208;1.3779149131989348;-5.432421240656409;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308836;#DCM=-0.31,0.08,0.95,-0.03,-1.00,0.07,0.95,-0.01,0.32,246290;
6001;-2.435376997773348;1.3879105575699502;-4.890792472473326;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308836;#DCM=-0.32,0.07,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246331;
6021;-2.435376997773348;1.3879105575699502;-4.890792472473326;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308877;#DCM=-0.32,0.07,0.95,-0.03,-1.00,0.06,0.95,-0.01,0.32,246331;
6042;-2.435376997773348;1.389287233693749;-4.890792472473326;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308877;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.01,0.32,246372;
6062;-2.97975820245868;1.389287233693749;-4.713236559220053;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308877;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246413;
6083;-2.97975820245868;1.389287233693749;-4.713236559220053;#DCM=0.40,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.09,0.41,308918;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246413;
6103;-2.452447175743092;1.4622139479123;-4.4838481909580326;#DCM=0.40,0.44,-0.80,-0.12,0.89,0.43,0.91,-0.08,0.41,308959;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246413;
6124;-1.7075061419735722;1.465957720129576;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.43,0.91,-0.07,0.41,309000;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246413;
6144;-1.7075061419735722;0.8650456262352794;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.07,0.40,309041;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246413;
6165;-1.7075061419735722;0.8635743005002696;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.07,0.40,309041;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246454;
6185;-1.7075061419735722;0.8635743005002696;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.07,0.40,309041;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246495;
6206;-1.7075061419735722;0.6460733177543283;-4.718637292680581;#DCM=0.39,0.45,-0.81,-0.12,0.89,0.44,0.91,-0.07,0.40,309082;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246495;
6226;-1.7075061419735722;0.6460733177543283;-4.718637292680581;#DCM=0.39,0.45,-0.81,-0.12,0.89,0.44,0.91,-0.07,0.40,309082;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246536;
6247;-1.7075061419735722;0.647544643489338;-4.718637292680581;#DCM=0.39,0.45,-0.81,-0.12,0.89,0.44,0.91,-0.07,0.40,309082;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246577;
6267;-1.7075061419735722;0.8615011010090512;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.92,-0.07,0.40,309123;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246577;
6288;-1.7075061419735722;0.8614059013965965;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.92,-0.07,0.40,309123;#DCM=-0.31,0.07,0.95,-0.05,-1.00,0.06,0.95,-0.02,0.32,246618;
6308;-2.251994461294748;0.8614059013965965;-4.541097032476878;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.92,-0.07,0.40,309123;#DCM=-0.31,0.07,0.95,-0.05,-1.00,0.06,0.95,-0.03,0.32,246659;
6329;-1.7075061419735722;0.31687538623893174;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.92,-0.07,0.40,309123;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.31,246700;
6349;-1.7075061419735722;0.3204199114651599;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.07,0.40,309164;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.31,246700;
6369;-1.7075061419735722;0.3204199114651599;-4.718637292680581;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.07,0.40,309204;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.31,246700;
6380;-2.2346786487139285;0.3204199114651599;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.40,309225;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.31,246700;
6400;-2.2346786487139285;0.3204199114651599;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.40,309225;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.31,246740;
6410;-2.2346786487139285;0.8650456262352794;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.40,309225;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246761;
6431;-2.2346786487139285;0.8650456262352794;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.40,309266;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246761;
6451;-2.2346786487139285;1.3881056112925667;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.41,309307;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246761;
6472;-2.2346786487139285;1.3881056112925667;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.41,309307;#DCM=-0.31,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246802;
6492;-2.2346786487139285;1.386634285557557;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.41,309307;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,246843;
6513;-2.2346786487139285;1.5637910234127017;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.41,309307;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246884;
6533;-2.2346786487139285;1.5637910234127017;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.12,0.89,0.44,0.91,-0.08,0.41,309348;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246884;
6554;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309389;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246884;
6574;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309389;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246925;
6595;-2.2346786487139285;1.041237155513264;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309430;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246925;
6615;-2.2346786487139285;1.041237155513264;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309430;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246966;
6636;-2.2346786487139285;1.041237155513264;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309471;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,246966;
6656;-2.2346786487139285;1.041237155513264;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309471;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247007;
6677;-2.2346786487139285;0.8640804176581195;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309471;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,247048;
6697;-2.2346786487139285;0.8640804176581195;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309512;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,247048;
6718;-2.2346786487139285;0.8640804176581195;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309512;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,247089;
6738;-2.2346786487139285;0.8640804176581195;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309553;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,247089;
6759;-2.2346786487139285;0.8626046837527411;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309594;#DCM=-0.32,0.07,0.95,-0.04,-1.00,0.06,0.95,-0.02,0.32,247089;
6779;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309594;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247130;
6800;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309635;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247130;
6820;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309676;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247130;
6841;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309676;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247171;
6861;-2.2346786487139285;1.0397614216078856;-4.946975138486706;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309676;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247212;
6881;-1.690297444028597;1.0397614216078856;-5.124531051739978;#DCM=0.40,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309676;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247252;
6901;-1.9080659710577605;1.041237155513264;-4.661404104211305;#DCM=0.39,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309716;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247252;
6912;-1.9080659710577605;1.041237155513264;-4.661404104211305;#DCM=0.39,0.44,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309716;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247273;
6922;-1.690297444028597;1.041237155513264;-5.124531051739978;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309737;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247273;
6943;-1.690297444028597;1.041237155513264;-5.124531051739978;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309737;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247314;
6963;-1.690297444028597;1.041237155513264;-5.124531051739978;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309778;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.32,247314;
6984;-1.690297444028597;1.5840447505898099;-5.124531051739978;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.44,0.91,-0.08,0.40,309778;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247355;
7004;-1.690297444028597;1.366260945976746;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.91,-0.08,0.40,309819;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247355;
7025;-1.690297444028597;1.366260945976746;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.91,-0.08,0.40,309819;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247396;
7045;-1.690297444028597;1.366260945976746;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.91,-0.08,0.40,309819;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247437;
7066;-1.690297444028597;1.366260945976746;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.91,-0.08,0.40,309860;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247437;
7086;-1.690297444028597;1.366260945976746;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.91,-0.08,0.40,309860;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247478;
7107;-1.690297444028597;0.8422268323947254;-5.124531051739978;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.92,-0.08,0.39,309901;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247478;
7127;-2.2346786487139285;0.8498981795771275;-4.946975138486706;#DCM=0.39,0.45,-0.81,-0.11,0.89,0.44,0.92,-0.08,0.39,309901;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247519;
7148;-2.2346786487139285;0.8485670385756136;-4.946975138486706;#DCM=0.38,0.45,-0.81,-0.11,0.89,0.44,0.92,-0.08,0.39,309942;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247519;
7168;-2.2346786487139285;0.991870552961191;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,309983;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247519;
7189;-2.2346786487139285;0.991870552961191;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310024;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247519;
7209;-2.2346786487139285;0.991870552961191;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310024;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247560;
7230;-2.2346786487139285;0.991870552961191;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310065;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247560;
7250;-2.2346786487139285;0.991870552961191;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310106;#DCM=-0.33,0.07,0.94,-0.04,-1.00,0.06,0.94,-0.02,0.33,247560;
7271;-2.2346786487139285;0.9841992057787888;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310106;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.33,247601;
7291;-2.2346786487139285;0.4413916107022431;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310106;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7312;-2.2346786487139285;0.4413916107022431;-4.946975138486706;#DCM=0.39,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310147;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7332;-2.2346786487139285;0.4405972007158917;-4.946975138486706;#DCM=0.38,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310188;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7352;-2.2346786487139285;0.4405972007158917;-4.946975138486706;#DCM=0.38,0.45,-0.80,-0.11,0.89,0.45,0.92,-0.08,0.39,310228;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7363;-2.2346786487139285;0.2239849786911412;-4.946975138486706;#DCM=0.38,0.45,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.39,310249;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7383;-2.2346786487139285;0.2239849786911412;-4.946975138486706;#DCM=0.38,0.45,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.39,310290;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247642;
7404;-2.2346786487139285;0.2239849786911412;-4.946975138486706;#DCM=0.38,0.45,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.39,310290;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247683;
7424;-2.016925269982096;-0.30038186133540695;-5.405863432586279;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310331;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.32,247683;
7445;-2.016925269982096;0.24242573374113888;-5.405863432586279;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310331;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.33,247724;
7465;-2.016925269982096;0.24242573374113888;-5.405863432586279;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310372;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.33,247724;
7485;-2.016925269982096;0.24242573374113888;-5.405863432586279;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310372;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.33,247764;
7496;-2.016925269982096;0.24242573374113888;-5.405863432586279;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310372;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.02,0.33,247785;
7516;-1.4725440652967643;0.24242573374113888;-5.583419345839551;#DCM=0.38,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310372;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247826;
7537;-1.4725440652967643;0.23881389062742858;-5.583419345839551;#DCM=0.37,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310413;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247826;
7557;-1.4725440652967643;0.23881389062742858;-5.583419345839551;#DCM=0.37,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310413;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247867;
7578;-1.4725440652967643;0.23881389062742858;-5.583419345839551;#DCM=0.37,0.46,-0.81,-0.11,0.89,0.45,0.92,-0.08,0.38,310413;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247908;
7598;-1.3980524017495572;0.23881389062742858;-5.842161308654344;#DCM=0.37,0.46,-0.81,-0.11,0.88,0.45,0.92,-0.08,0.38,310454;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247908;
7619;-1.3980524017495572;0.23881389062742858;-5.842161308654344;#DCM=0.37,0.46,-0.81,-0.11,0.88,0.45,0.92,-0.08,0.38,310454;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247949;
7639;-1.3980524017495572;-0.3495419142211325;-5.842161308654344;#DCM=0.37,0.46,-0.81,-0.10,0.88,0.46,0.93,-0.08,0.37,310495;#DCM=-0.32,0.07,0.94,-0.04,-1.00,0.06,0.95,-0.01,0.33,247949;
